assistsplayer_1,assistsplayer_10,assistsplayer_2,assistsplayer_3,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,currentGold_1,currentGold_10,currentGold_2,currentGold_3,currentGold_4,currentGold_5,currentGold_6,currentGold_7,currentGold_8,currentGold_9,deathsplayer_1,deathsplayer_10,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,dragon_team100,gameMode,gameType,gameVersion,goldPerSecond_1,goldPerSecond_10,goldPerSecond_2,goldPerSecond_3,goldPerSecond_4,goldPerSecond_5,goldPerSecond_6,goldPerSecond_7,goldPerSecond_8,goldPerSecond_9,jungleMinionsKilled_1,jungleMinionsKilled_10,jungleMinionsKilled_2,jungleMinionsKilled_3,jungleMinionsKilled_4,jungleMinionsKilled_5,jungleMinionsKilled_6,jungleMinionsKilled_7,jungleMinionsKilled_8,jungleMinionsKilled_9,killsplayer_0,killsplayer_1,killsplayer_10,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_5,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,level_1,level_10,level_2,level_3,level_4,level_5,level_6,level_7,level_8,level_9,magicDamageDoneToChampions_1,magicDamageDoneToChampions_10,magicDamageDoneToChampions_2,magicDamageDoneToChampions_3,magicDamageDoneToChampions_4,magicDamageDoneToChampions_5,magicDamageDoneToChampions_6,magicDamageDoneToChampions_7,magicDamageDoneToChampions_8,magicDamageDoneToChampions_9,minionsKilled_1,minionsKilled_10,minionsKilled_2,minionsKilled_3,minionsKilled_4,minionsKilled_5,minionsKilled_6,minionsKilled_7,minionsKilled_8,minionsKilled_9,physicalDamageDoneToChampions_1,physicalDamageDoneToChampions_10,physicalDamageDoneToChampions_2,physicalDamageDoneToChampions_3,physicalDamageDoneToChampions_4,physicalDamageDoneToChampions_5,physicalDamageDoneToChampions_6,physicalDamageDoneToChampions_7,physicalDamageDoneToChampions_8,physicalDamageDoneToChampions_9,riftherald_team100,timeEnemySpentControlled_1,timeEnemySpentControlled_10,timeEnemySpentControlled_2,timeEnemySpentControlled_3,timeEnemySpentControlled_4,timeEnemySpentControlled_5,timeEnemySpentControlled_6,timeEnemySpentControlled_7,timeEnemySpentControlled_8,timeEnemySpentControlled_9,timestamp,totalDamageDoneToChampions_1,totalDamageDoneToChampions_10,totalDamageDoneToChampions_2,totalDamageDoneToChampions_3,totalDamageDoneToChampions_4,totalDamageDoneToChampions_5,totalDamageDoneToChampions_6,totalDamageDoneToChampions_7,totalDamageDoneToChampions_8,totalDamageDoneToChampions_9,totalGold_1,totalGold_10,totalGold_2,totalGold_3,totalGold_4,totalGold_5,totalGold_6,totalGold_7,totalGold_8,totalGold_9,towers_lost_team100,towers_lost_team200,trueDamageDoneToChampions_1,trueDamageDoneToChampions_10,trueDamageDoneToChampions_2,trueDamageDoneToChampions_3,trueDamageDoneToChampions_4,trueDamageDoneToChampions_5,trueDamageDoneToChampions_6,trueDamageDoneToChampions_7,trueDamageDoneToChampions_8,trueDamageDoneToChampions_9,ward_player_0,ward_player_1,ward_player_10,ward_player_2,ward_player_3,ward_player_4,ward_player_5,ward_player_6,ward_player_7,ward_player_8,ward_player_9,winningTeam,xp_1,xp_10,xp_2,xp_3,xp_4,xp_5,xp_6,xp_7,xp_8,xp_9,baron_team100,dragon_team200,inhibs_lost_team100,riftherald_team200,inhibs_lost_team200,baron_team200,riftherald_team300,team_deathsplayer_100,team_deathsplayer_200,team_goldPerSecond_100,team_goldPerSecond_200,team_jungleMinionsKilled_100,team_jungleMinionsKilled_200,team_killsplayer_100,team_killsplayer_200,team_level_100,team_level_200,team_magicDamageDoneToChampions_100,team_magicDamageDoneToChampions_200,team_minionsKilled_100,team_minionsKilled_200,team_physicalDamageDoneToChampions_100,team_physicalDamageDoneToChampions_200,team_timeEnemySpentControlled_100,team_timeEnemySpentControlled_200,team_totalDamageDoneToChampions_100,team_totalDamageDoneToChampions_200,team_totalGold_100,team_totalGold_200,team_trueDamageDoneToChampions_100,team_trueDamageDoneToChampions_200,team_ward_player_100,team_ward_player_200,team_assistsplayer_100,team_assistsplayer_200,team_xp_100,team_xp_200
4.0,5.0,3.0,0.0,0.0,3.0,0.0,3.0,1.0,5.0,374.0,435.0,947.0,171.0,1469.0,466.0,354.0,893.0,1775.0,410.0,1.0,3.0,4.0,4.0,3.0,2.0,7.0,0.0,0.0,1.0,0.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,12.0,0.0,114.0,4.0,0.0,0.0,0.0,144.0,4.0,0.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,4.0,2.0,4.0,13.0,9.0,12.0,12.0,12.0,9.0,12.0,13.0,13.0,11.0,2282.0,1705.0,4845.0,5327.0,236.0,0.0,8671.0,359.0,899.0,7478.0,139.0,26.0,21.0,157.0,190.0,33.0,141.0,34.0,181.0,136.0,5531.0,1777.0,461.0,1151.0,7028.0,3159.0,1928.0,9298.0,2925.0,773.0,0.0,89280.0,53865.0,282574.0,360569.0,3137.0,49602.0,46996.0,392718.0,86234.0,173908.0,1200269.0,7814.0,3874.0,7429.0,6478.0,7830.0,3903.0,10599.0,10065.0,4057.0,8287.0,8499.0,5385.0,7272.0,6946.0,8019.0,4341.0,7134.0,9433.0,7905.0,8985.0,9.0,2.0,0.0,392.0,2123.0,0.0,565.0,744.0,0.0,407.0,232.0,36.0,0.0,8.0,19.0,6.0,14.0,9.0,31.0,7.0,3.0,8.0,7.0,200.0,10435.0,6053.0,8736.0,9089.0,9048.0,5077.0,8945.0,11117.0,10973.0,8430.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,14,11,30,30,130,148,11,14,58,58,12690,19112,540,518,17330,16701,785162,753721,33454,36882,35077,38842,3432,1067,68,44,10,14,42385,45518
2.0,10.0,5.0,2.0,2.0,9.0,3.0,2.0,7.0,3.0,681.0,610.0,1081.0,133.0,739.0,140.0,868.0,579.0,709.0,1812.0,6.0,4.0,4.0,5.0,3.0,3.0,3.0,2.0,1.0,4.0,1.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,3.0,0.0,105.0,0.0,0.0,0.0,4.0,117.0,8.0,0.0,0.0,3.0,1.0,3.0,3.0,4.0,1.0,1.0,8.0,6.0,5.0,12.0,9.0,11.0,11.0,11.0,9.0,12.0,12.0,12.0,12.0,8565.0,2057.0,1516.0,8894.0,316.0,3484.0,1748.0,238.0,12646.0,3863.0,143.0,23.0,12.0,116.0,141.0,30.0,144.0,10.0,127.0,146.0,1929.0,1957.0,7329.0,1050.0,7860.0,817.0,6111.0,7380.0,694.0,10502.0,0.0,96064.0,42191.0,475357.0,82579.0,40209.0,53811.0,99140.0,196008.0,212884.0,53879.0,1200447.0,10566.0,4563.0,9186.0,11295.0,8176.0,4912.0,7919.0,9557.0,13617.0,14410.0,7826.0,5465.0,7051.0,6078.0,7979.0,4990.0,7308.0,9044.0,8804.0,7860.0,3.0,1.0,72.0,548.0,340.0,1350.0,0.0,610.0,60.0,1938.0,276.0,44.0,0.0,6.0,32.0,11.0,39.0,31.0,18.0,11.0,6.0,10.0,8.0,200.0,8782.0,5929.0,7987.0,7420.0,8055.0,5595.0,9430.0,8959.0,8744.0,8644.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,21,14,30,30,108,129,14,21,54,57,22775,20552,442,450,18985,26644,748020,604102,44135,50066,33924,38481,2372,2866,105,67,20,25,37839,41706
0.0,5.0,10.0,3.0,9.0,12.0,3.0,5.0,2.0,10.0,734.0,238.0,65.0,597.0,568.0,584.0,972.0,374.0,109.0,124.0,1.0,8.0,4.0,5.0,4.0,3.0,2.0,7.0,4.0,4.0,2.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,30.0,20.0,4.0,138.0,4.0,4.0,0.0,19.0,65.0,0.0,0.0,0.0,1.0,2.0,9.0,2.0,8.0,5.0,1.0,2.0,12.0,0.0,13.0,12.0,13.0,11.0,12.0,10.0,12.0,10.0,12.0,9.0,0.0,677.0,0.0,4850.0,1293.0,5020.0,553.0,1004.0,14158.0,2985.0,165.0,141.0,24.0,144.0,157.0,22.0,163.0,12.0,89.0,23.0,2985.0,6660.0,13486.0,1200.0,13785.0,1120.0,4195.0,3657.0,1484.0,1172.0,1.0,24907.0,165312.0,280796.0,88188.0,69418.0,45091.0,97445.0,212165.0,33364.0,93615.0,1200449.0,2985.0,7338.0,15237.0,6765.0,15188.0,6816.0,4748.0,4729.0,16218.0,4504.0,8484.0,7813.0,10680.0,7102.0,10028.0,6594.0,7487.0,6269.0,9678.0,4759.0,2.0,7.0,0.0,0.0,1751.0,715.0,110.0,676.0,0.0,68.0,576.0,346.0,0.0,10.0,12.0,2.0,43.0,10.0,21.0,10.0,10.0,4.0,20.0,100.0,10294.0,8853.0,10856.0,8551.0,9204.0,6560.0,9883.0,6643.0,8783.0,5763.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,17,25,30,30,166,88,25,17,59,55,11163,19377,512,428,32576,17168,508400,601901,46991,37537,42888,36006,3252,990,86,56,34,25,45465,39925
2.0,4.0,2.0,1.0,0.0,2.0,3.0,4.0,1.0,2.0,216.0,1011.0,1964.0,303.0,278.0,1363.0,741.0,143.0,707.0,123.0,5.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,3.0,0.0,2.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,0.0,7.0,0.0,0.0,122.0,0.0,0.0,0.0,5.0,0.0,3.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,12.0,9.0,13.0,13.0,11.0,9.0,13.0,11.0,12.0,11.0,0.0,3312.0,295.0,6086.0,3684.0,1687.0,901.0,4873.0,376.0,6083.0,113.0,35.0,31.0,149.0,132.0,29.0,143.0,11.0,164.0,150.0,11467.0,1107.0,6622.0,559.0,650.0,551.0,9255.0,937.0,11848.0,316.0,2.0,90245.0,161839.0,423881.0,229412.0,283980.0,35100.0,206204.0,338399.0,90520.0,79627.0,1200285.0,13581.0,5020.0,7485.0,6646.0,4335.0,2239.0,14689.0,6180.0,12625.0,6400.0,8381.0,4676.0,8514.0,6723.0,6013.0,4528.0,8776.0,6858.0,7137.0,7063.0,10.0,3.0,2113.0,600.0,568.0,0.0,0.0,0.0,4532.0,370.0,400.0,0.0,0.0,10.0,333.0,4.0,16.0,8.0,44.0,7.0,6.0,13.0,13.0,200.0,8774.0,5654.0,10856.0,10618.0,7526.0,5201.0,11113.0,8541.0,9685.0,7431.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,11,12,30,30,151,122,12,11,58,56,11752,15545,454,503,19849,23463,1062618,876589,34286,44914,34159,34510,2681,5902,82,372,7,14,42975,42424
6.0,16.0,4.0,1.0,4.0,10.0,4.0,4.0,8.0,5.0,715.0,161.0,1723.0,594.0,1886.0,693.0,2442.0,1129.0,473.0,345.0,3.0,2.0,5.0,4.0,4.0,8.0,4.0,3.0,3.0,3.0,1.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,0.0,0.0,0.0,8.0,140.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,6.0,0.0,4.0,10.0,3.0,7.0,12.0,10.0,12.0,12.0,12.0,9.0,12.0,13.0,12.0,11.0,123.0,4314.0,0.0,1472.0,15734.0,3226.0,111.0,11107.0,7529.0,417.0,138.0,32.0,20.0,153.0,158.0,27.0,108.0,23.0,143.0,155.0,12767.0,1137.0,7377.0,5837.0,370.0,1368.0,6006.0,2186.0,1382.0,11469.0,0.0,23646.0,82516.0,247866.0,62165.0,191662.0,26821.0,84982.0,408164.0,106206.0,30880.0,1200399.0,12890.0,5452.0,8055.0,7705.0,16351.0,5211.0,9566.0,14227.0,9079.0,11886.0,7640.0,5546.0,7598.0,8154.0,8821.0,4818.0,7675.0,10119.0,7993.0,9385.0,9.0,1.0,0.0,0.0,678.0,395.0,246.0,616.0,3448.0,934.0,168.0,0.0,0.0,107.0,27.0,3.0,11.0,9.0,26.0,6.0,4.0,12.0,11.0,200.0,9210.0,6375.0,9473.0,9352.0,9342.0,5713.0,9002.0,11023.0,9315.0,8399.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,24,15,30,30,112,148,15,24,57,58,20555,23478,496,461,27719,22180,552160,712748,50212,50210,37031,40718,1935,4550,156,60,25,37,43090,44114
2.0,17.0,1.0,3.0,3.0,5.0,1.0,11.0,6.0,7.0,223.0,1198.0,406.0,378.0,372.0,14.0,13.0,168.0,1893.0,1813.0,5.0,0.0,10.0,7.0,7.0,5.0,5.0,5.0,4.0,2.0,0.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,8.0,0.0,5.0,18.0,104.0,9.0,10.0,0.0,4.0,3.0,7.0,1.0,3.0,1.0,3.0,8.0,9.0,11.0,12.0,12.0,11.0,12.0,11.0,10.0,12.0,12.0,13.0,13.0,891.0,4954.0,698.0,0.0,9852.0,6170.0,443.0,699.0,12975.0,2647.0,138.0,14.0,14.0,117.0,150.0,47.0,129.0,19.0,131.0,185.0,6965.0,581.0,8925.0,7627.0,86.0,1485.0,10220.0,16662.0,1318.0,13119.0,0.0,117449.0,125303.0,180885.0,59453.0,115664.0,218685.0,159336.0,214487.0,167693.0,792.0,1200322.0,10003.0,6228.0,10358.0,7627.0,9938.0,7656.0,10663.0,19376.0,14874.0,17044.0,7198.0,7433.0,7796.0,6508.0,7212.0,5414.0,7953.0,9733.0,9868.0,12052.0,7.0,0.0,2146.0,692.0,733.0,0.0,0.0,0.0,0.0,2015.0,579.0,1277.0,0.0,5.0,28.0,2.0,9.0,6.0,185.0,5.0,5.0,5.0,8.0,200.0,9565.0,8740.0,8521.0,8600.0,7822.0,6557.0,9793.0,9867.0,11243.0,10996.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,34,16,30,30,88,141,16,34,56,62,17611,21718,466,478,25088,41900,692136,667611,45582,68185,34128,47039,2879,4563,207,51,14,42,41065,50639
2.0,4.0,4.0,2.0,4.0,7.0,1.0,3.0,2.0,3.0,972.0,129.0,244.0,422.0,581.0,521.0,571.0,199.0,217.0,960.0,4.0,3.0,0.0,1.0,3.0,2.0,4.0,0.0,0.0,8.0,3.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,8.0,10.0,4.0,0.0,120.0,4.0,0.0,0.0,3.0,2.0,1.0,3.0,5.0,3.0,1.0,3.0,2.0,2.0,12.0,9.0,11.0,12.0,11.0,9.0,10.0,13.0,12.0,10.0,0.0,4053.0,3161.0,51.0,1001.0,1372.0,3879.0,5037.0,80.0,1501.0,153.0,15.0,17.0,142.0,155.0,32.0,108.0,22.0,173.0,141.0,6814.0,1159.0,645.0,7322.0,8847.0,1914.0,423.0,90.0,6416.0,7305.0,2.0,56879.0,111399.0,125534.0,116477.0,72584.0,39710.0,136049.0,641834.0,141437.0,828.0,1200387.0,6814.0,5456.0,3958.0,7807.0,9968.0,3741.0,4303.0,5824.0,7720.0,9597.0,7537.0,5314.0,6694.0,7227.0,8356.0,6281.0,5496.0,7549.0,8712.0,7150.0,2.0,8.0,0.0,243.0,152.0,434.0,120.0,454.0,0.0,696.0,1223.0,789.0,0.0,10.0,57.0,40.0,6.0,9.0,50.0,12.0,2.0,9.0,8.0,100.0,9662.0,5200.0,7886.0,9108.0,7333.0,5550.0,7266.0,10111.0,9703.0,6926.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,10,15,30,30,130,124,15,10,55,54,5585,14550,499,459,25542,15393,411184,1031547,32288,32900,36095,34221,1160,2951,115,88,19,13,39539,39206
2.0,11.0,1.0,1.0,6.0,5.0,4.0,8.0,6.0,4.0,14.0,368.0,359.0,886.0,814.0,664.0,2254.0,1241.0,1602.0,564.0,5.0,3.0,3.0,4.0,5.0,6.0,3.0,0.0,0.0,4.0,0.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,104.0,0.0,4.0,0.0,0.0,116.0,0.0,4.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,3.0,4.0,6.0,9.0,12.0,9.0,11.0,11.0,10.0,9.0,12.0,12.0,13.0,12.0,6797.0,3887.0,0.0,10156.0,86.0,2528.0,1628.0,3874.0,9038.0,4343.0,128.0,7.0,26.0,148.0,126.0,25.0,142.0,12.0,153.0,166.0,588.0,827.0,5538.0,1163.0,7247.0,1709.0,8124.0,1814.0,891.0,14956.0,1.0,168255.0,139728.0,229878.0,190897.0,57007.0,61453.0,62441.0,110346.0,134798.0,0.0,1200379.0,9211.0,4714.0,5631.0,11320.0,7771.0,4721.0,9753.0,5748.0,10469.0,19299.0,6214.0,5643.0,7509.0,7181.0,6664.0,5064.0,8104.0,7631.0,8057.0,10704.0,8.0,0.0,1826.0,0.0,93.0,0.0,437.0,484.0,0.0,60.0,540.0,0.0,0.0,6.0,27.0,6.0,10.0,6.0,20.0,6.0,29.0,7.0,8.0,200.0,8613.0,6073.0,7955.0,8233.0,7264.0,5808.0,9585.0,9351.0,11362.0,9107.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,23,10,30,30,112,120,10,22,53,58,19567,22770,453,480,16245,26612,707490,447313,38654,49983,32632,40139,2840,600,48,77,15,33,37873,45478
1.0,6.0,5.0,10.0,6.0,16.0,1.0,8.0,6.0,3.0,1438.0,46.0,1922.0,323.0,40.0,91.0,265.0,299.0,133.0,356.0,3.0,5.0,1.0,4.0,4.0,3.0,1.0,3.0,6.0,4.0,3.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,0.0,110.0,12.0,8.0,0.0,0.0,103.0,8.0,8.0,0.0,0.0,1.0,10.0,0.0,8.0,1.0,4.0,3.0,2.0,5.0,12.0,8.0,12.0,12.0,12.0,9.0,12.0,12.0,11.0,11.0,0.0,1511.0,1539.0,5573.0,4065.0,2568.0,2148.0,9530.0,835.0,915.0,146.0,30.0,11.0,148.0,173.0,6.0,142.0,30.0,126.0,120.0,3062.0,1183.0,11002.0,1090.0,9015.0,666.0,5186.0,370.0,7346.0,5679.0,2.0,68330.0,44721.0,305253.0,222361.0,13044.0,94980.0,118442.0,613377.0,88291.0,12055.0,1200324.0,3062.0,3212.0,12988.0,6663.0,13161.0,3235.0,7843.0,10634.0,8181.0,7146.0,6728.0,4711.0,9721.0,8073.0,10415.0,6366.0,8210.0,7289.0,6853.0,8326.0,2.0,8.0,0.0,518.0,446.0,0.0,80.0,0.0,508.0,732.0,0.0,551.0,0.0,8.0,36.0,11.0,4.0,11.0,28.0,8.0,0.0,44.0,6.0,100.0,9165.0,4574.0,8868.0,8600.0,9742.0,5591.0,8767.0,9191.0,7579.0,8393.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,15,19,30,30,134,119,19,15,57,54,13745,14939,484,448,24835,19764,703968,876886,39109,37016,41303,35389,526,2309,62,94,38,24,41966,38504
3.0,8.0,6.0,6.0,6.0,12.0,2.0,8.0,5.0,1.0,945.0,20.0,792.0,2106.0,964.0,197.0,492.0,361.0,1491.0,367.0,6.0,6.0,3.0,3.0,2.0,2.0,3.0,7.0,4.0,4.0,2.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,8.0,0.0,111.0,0.0,4.0,1.0,0.0,120.0,8.0,0.0,0.0,3.0,0.0,11.0,5.0,3.0,2.0,11.0,0.0,4.0,1.0,12.0,9.0,13.0,12.0,11.0,10.0,13.0,12.0,13.0,10.0,3480.0,2195.0,1930.0,13004.0,966.0,2611.0,14518.0,8498.0,50.0,656.0,138.0,26.0,24.0,138.0,158.0,26.0,118.0,14.0,148.0,138.0,8122.0,321.0,14854.0,492.0,6149.0,1820.0,921.0,119.0,9439.0,5165.0,0.0,93429.0,66199.0,230868.0,231001.0,86959.0,34990.0,257492.0,496389.0,164312.0,0.0,1200295.0,11902.0,2517.0,17806.0,13763.0,8323.0,4878.0,15898.0,9355.0,11994.0,6068.0,7495.0,4530.0,10131.0,8751.0,8114.0,5962.0,10912.0,7301.0,8161.0,6167.0,9.0,6.0,300.0,0.0,1020.0,266.0,1207.0,446.0,458.0,737.0,2504.0,247.0,0.0,13.0,41.0,2.0,12.0,15.0,36.0,7.0,6.0,9.0,18.0,200.0,9816.0,5889.0,10861.0,9726.0,8419.0,6148.0,10470.0,9031.0,10220.0,7044.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,16,24,30,30,124,128,24,16,58,57,21991,25917,484,444,31437,15965,677247,984392,56672,45832,40453,37071,3239,3946,78,81,33,24,44970,42654
4.0,6.0,2.0,1.0,4.0,8.0,0.0,5.0,3.0,5.0,735.0,333.0,364.0,231.0,173.0,663.0,268.0,367.0,186.0,301.0,1.0,0.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,8.0,1.0,0.0,27.0,100.0,4.0,13.0,0.0,1.0,1.0,8.0,1.0,1.0,0.0,4.0,3.0,1.0,3.0,13.0,10.0,12.0,12.0,11.0,9.0,13.0,11.0,12.0,11.0,2069.0,1380.0,627.0,9358.0,150.0,2652.0,692.0,4405.0,4563.0,464.0,159.0,28.0,12.0,168.0,146.0,5.0,158.0,10.0,165.0,190.0,2945.0,694.0,7934.0,640.0,4604.0,570.0,5691.0,370.0,1209.0,8421.0,1.0,97606.0,33831.0,128903.0,266505.0,4062.0,128867.0,155137.0,501441.0,260223.0,109392.0,1200335.0,5358.0,2550.0,8852.0,9999.0,5645.0,3222.0,6432.0,4991.0,5772.0,9517.0,7535.0,5523.0,10079.0,6616.0,6498.0,4588.0,8668.0,6932.0,7396.0,10096.0,11.0,4.0,344.0,475.0,290.0,0.0,890.0,0.0,48.0,216.0,0.0,631.0,0.0,13.0,55.0,5.0,16.0,19.0,57.0,20.0,12.0,5.0,12.0,200.0,9977.0,6202.0,8882.0,9218.0,7748.0,5431.0,10634.0,7880.0,9687.0,8501.0,2.0,5.0,7.0,1.0,0.0,1.0,0.0,12,11,30,30,113,144,11,12,57,57,14856,11504,490,551,16693,16385,625943,1060024,33076,29262,35316,38615,1524,1370,110,104,19,19,41256,42904
1.0,14.0,3.0,3.0,8.0,12.0,4.0,8.0,6.0,6.0,958.0,91.0,1068.0,559.0,113.0,451.0,692.0,648.0,577.0,695.0,9.0,7.0,3.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,3.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,8.0,0.0,104.0,8.0,0.0,4.0,16.0,103.0,4.0,0.0,0.0,2.0,1.0,8.0,1.0,5.0,1.0,7.0,3.0,10.0,2.0,12.0,10.0,12.0,12.0,11.0,10.0,13.0,12.0,13.0,11.0,2493.0,3284.0,7389.0,1331.0,0.0,0.0,745.0,646.0,19011.0,1699.0,114.0,14.0,28.0,139.0,108.0,20.0,142.0,15.0,160.0,123.0,12845.0,955.0,808.0,3446.0,9104.0,9191.0,7886.0,6265.0,1946.0,7881.0,2.0,130513.0,109527.0,124326.0,87311.0,156213.0,101297.0,75903.0,126998.0,512546.0,6241.0,1200339.0,15531.0,4391.0,8803.0,5404.0,11231.0,9301.0,8771.0,7272.0,20957.0,10314.0,7533.0,6076.0,9343.0,6984.0,8427.0,6351.0,10277.0,7763.0,9687.0,7010.0,9.0,3.0,192.0,152.0,606.0,627.0,2127.0,110.0,140.0,360.0,0.0,733.0,0.0,9.0,56.0,60.0,6.0,12.0,31.0,14.0,8.0,9.0,11.0,200.0,8846.0,6182.0,8730.0,9014.0,7627.0,7079.0,11026.0,8714.0,11243.0,7516.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,23,17,30,30,124,123,17,23,57,59,11213,25385,409,454,35394,24933,599660,831215,50270,51705,38638,40813,3662,1385,118,98,27,38,41296,44681
2.0,7.0,5.0,1.0,4.0,10.0,2.0,4.0,1.0,4.0,342.0,270.0,711.0,1427.0,165.0,407.0,28.0,2597.0,348.0,941.0,2.0,3.0,2.0,3.0,3.0,1.0,8.0,3.0,5.0,5.0,3.0,CLASSIC,MATCHED_GAME,11.20.400.7328,0.0,30.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,12.0,0.0,101.0,26.0,1.0,1.0,4.0,110.0,12.0,4.0,0.0,7.0,2.0,6.0,7.0,3.0,1.0,4.0,2.0,2.0,1.0,13.0,10.0,13.0,13.0,12.0,9.0,11.0,12.0,13.0,10.0,1683.0,4084.0,369.0,2054.0,11444.0,2637.0,36.0,5114.0,1002.0,695.0,168.0,12.0,45.0,153.0,142.0,31.0,92.0,20.0,183.0,128.0,9679.0,1013.0,9690.0,7734.0,459.0,1194.0,10543.0,1437.0,8832.0,4927.0,1.0,165359.0,34171.0,333934.0,142745.0,209342.0,62590.0,249381.0,372826.0,103471.0,79862.0,1200336.0,12995.0,5098.0,10624.0,11920.0,11903.0,4250.0,11093.0,7056.0,10361.0,5932.0,11092.0,5505.0,9236.0,9591.0,7830.0,5892.0,6613.0,7747.0,7858.0,6516.0,2.0,10.0,1631.0,0.0,564.0,2131.0,0.0,417.0,512.0,505.0,526.0,310.0,0.0,14.0,35.0,6.0,6.0,9.0,44.0,11.0,4.0,15.0,13.0,100.0,11160.0,7020.0,10069.0,11221.0,8820.0,5849.0,8030.0,9173.0,10844.0,6910.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,11,24,30,30,141,130,24,11,60,56,18187,10931,539,435,28756,26752,913970,839711,51692,39540,43641,34239,4743,1853,79,78,22,18,47119,41977
